instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
21099010,82418,OFSS22AUGFUT,OFSS,0,2022-08-25,0,0.05,200,FUT,NFO-FUT,NFO
13872386,54189,OFSS22JULFUT,OFSS,0,2022-07-28,0,0.05,200,FUT,NFO-FUT,NFO
14034434,54822,OFSS22SEPFUT,OFSS,0,2022-09-29,0,0.05,200,FUT,NFO-FUT,NFO
21099266,82419,ONGC22AUGFUT,ONGC,0,2022-08-25,0,0.05,3850,FUT,NFO-FUT,NFO
13872642,54190,ONGC22JULFUT,ONGC,0,2022-07-28,0,0.05,3850,FUT,NFO-FUT,NFO
14034690,54823,ONGC22SEPFUT,ONGC,0,2022-09-29,0,0.05,3850,FUT,NFO-FUT,NFO
21099522,82420,PAGEIND22AUGFUT,PAGEIND,0,2022-08-25,0,0.05,15,FUT,NFO-FUT,NFO
13872898,54191,PAGEIND22JULFUT,PAGEIND,0,2022-07-28,0,0.05,15,FUT,NFO-FUT,NFO
14034946,54824,PAGEIND22SEPFUT,PAGEIND,0,2022-09-29,0,0.05,15,FUT,NFO-FUT,NFO
21099778,82421,PEL22AUGFUT,PEL,0,2022-08-25,0,0.05,275,FUT,NFO-FUT,NFO
13873154,54192,PEL22JULFUT,PEL,0,2022-07-28,0,0.05,275,FUT,NFO-FUT,NFO
14035202,54825,PEL22SEPFUT,PEL,0,2022-09-29,0,0.05,275,FUT,NFO-FUT,NFO
21100034,82422,PERSISTENT22AUGFUT,PERSISTENT,0,2022-08-25,0,0.05,150,FUT,NFO-FUT,NFO
13873410,54193,PERSISTENT22JULFUT,PERSISTENT,0,2022-07-28,0,0.05,150,FUT,NFO-FUT,NFO
14035458,54826,PERSISTENT22SEPFUT,PERSISTENT,0,2022-09-29,0,0.05,150,FUT,NFO-FUT,NFO
21100290,82423,PETRONET22AUGFUT,PETRONET,0,2022-08-25,0,0.05,3000,FUT,NFO-FUT,NFO
13873666,54194,PETRONET22JULFUT,PETRONET,0,2022-07-28,0,0.05,3000,FUT,NFO-FUT,NFO
14035714,54827,PETRONET22SEPFUT,PETRONET,0,2022-09-29,0,0.05,3000,FUT,NFO-FUT,NFO
21100546,82424,PFC22AUGFUT,PFC,0,2022-08-25,0,0.05,6200,FUT,NFO-FUT,NFO
13873922,54195,PFC22JULFUT,PFC,0,2022-07-28,0,0.05,6200,FUT,NFO-FUT,NFO
14035970,54828,PFC22SEPFUT,PFC,0,2022-09-29,0,0.05,6200,FUT,NFO-FUT,NFO
21100802,82425,PIDILITIND22AUGFUT,PIDILITIND,0,2022-08-25,0,0.05,250,FUT,NFO-FUT,NFO
13874178,54196,PIDILITIND22JULFUT,PIDILITIND,0,2022-07-28,0,0.05,250,FUT,NFO-FUT,NFO
14036226,54829,PIDILITIND22SEPFUT,PIDILITIND,0,2022-09-29,0,0.05,250,FUT,NFO-FUT,NFO
21101058,82426,PIIND22AUGFUT,PIIND,0,2022-08-25,0,0.05,250,FUT,NFO-FUT,NFO
13874434,54197,PIIND22JULFUT,PIIND,0,2022-07-28,0,0.05,250,FUT,NFO-FUT,NFO
14040066,54844,PIIND22SEPFUT,PIIND,0,2022-09-29,0,0.05,250,FUT,NFO-FUT,NFO
21101314,82427,PNB22AUGFUT,PNB,0,2022-08-25,0,0.05,16000,FUT,NFO-FUT,NFO
13874690,54198,PNB22JULFUT,PNB,0,2022-07-28,0,0.05,16000,FUT,NFO-FUT,NFO
14040322,54845,PNB22SEPFUT,PNB,0,2022-09-29,0,0.05,16000,FUT,NFO-FUT,NFO
21101570,82428,POLYCAB22AUGFUT,POLYCAB,0,2022-08-25,0,0.05,300,FUT,NFO-FUT,NFO
13874946,54199,POLYCAB22JULFUT,POLYCAB,0,2022-07-28,0,0.05,300,FUT,NFO-FUT,NFO
14040578,54846,POLYCAB22SEPFUT,POLYCAB,0,2022-09-29,0,0.05,300,FUT,NFO-FUT,NFO
21101826,82429,POWERGRID22AUGFUT,POWERGRID,0,2022-08-25,0,0.05,2700,FUT,NFO-FUT,NFO
13875202,54200,POWERGRID22JULFUT,POWERGRID,0,2022-07-28,0,0.05,2700,FUT,NFO-FUT,NFO
14040834,54847,POWERGRID22SEPFUT,POWERGRID,0,2022-09-29,0,0.05,2700,FUT,NFO-FUT,NFO
21102082,82430,PVR22AUGFUT,PVR,0,2022-08-25,0,0.05,407,FUT,NFO-FUT,NFO
13875458,54201,PVR22JULFUT,PVR,0,2022-07-28,0,0.05,407,FUT,NFO-FUT,NFO
14041090,54848,PVR22SEPFUT,PVR,0,2022-09-29,0,0.05,407,FUT,NFO-FUT,NFO
21102338,82431,RAIN22AUGFUT,RAIN,0,2022-08-25,0,0.05,3500,FUT,NFO-FUT,NFO
13875714,54202,RAIN22JULFUT,RAIN,0,2022-07-28,0,0.05,3500,FUT,NFO-FUT,NFO
14041346,54849,RAIN22SEPFUT,RAIN,0,2022-09-29,0,0.05,3500,FUT,NFO-FUT,NFO
21102594,82432,RAMCOCEM22AUGFUT,RAMCOCEM,0,2022-08-25,0,0.05,850,FUT,NFO-FUT,NFO
13875970,54203,RAMCOCEM22JULFUT,RAMCOCEM,0,2022-07-28,0,0.05,850,FUT,NFO-FUT,NFO
14041602,54850,RAMCOCEM22SEPFUT,RAMCOCEM,0,2022-09-29,0,0.05,850,FUT,NFO-FUT,NFO
21102850,82433,RBLBANK22AUGFUT,RBLBANK,0,2022-08-25,0,0.05,5000,FUT,NFO-FUT,NFO
13876226,54204,RBLBANK22JULFUT,RBLBANK,0,2022-07-28,0,0.05,5000,FUT,NFO-FUT,NFO
14042370,54853,RBLBANK22SEPFUT,RBLBANK,0,2022-09-29,0,0.05,5000,FUT,NFO-FUT,NFO
21103106,82434,RECLTD22AUGFUT,RECLTD,0,2022-08-25,0,0.05,6000,FUT,NFO-FUT,NFO
13876482,54205,RECLTD22JULFUT,RECLTD,0,2022-07-28,0,0.05,6000,FUT,NFO-FUT,NFO
14042626,54854,RECLTD22SEPFUT,RECLTD,0,2022-09-29,0,0.05,6000,FUT,NFO-FUT,NFO
21103362,82435,RELIANCE22AUGFUT,RELIANCE,0,2022-08-25,0,0.05,250,FUT,NFO-FUT,NFO
13876738,54206,RELIANCE22JULFUT,RELIANCE,0,2022-07-28,0,0.05,250,FUT,NFO-FUT,NFO
14042882,54855,RELIANCE22SEPFUT,RELIANCE,0,2022-09-29,0,0.05,250,FUT,NFO-FUT,NFO
21103618,82436,SAIL22AUGFUT,SAIL,0,2022-08-25,0,0.05,6000,FUT,NFO-FUT,NFO
13876994,54207,SAIL22JULFUT,SAIL,0,2022-07-28,0,0.05,6000,FUT,NFO-FUT,NFO
14043138,54856,SAIL22SEPFUT,SAIL,0,2022-09-29,0,0.05,6000,FUT,NFO-FUT,NFO
21103874,82437,SBICARD22AUGFUT,SBICARD,0,2022-08-25,0,0.05,800,FUT,NFO-FUT,NFO
13877250,54208,SBICARD22JULFUT,SBICARD,0,2022-07-28,0,0.05,800,FUT,NFO-FUT,NFO
14044418,54861,SBICARD22SEPFUT,SBICARD,0,2022-09-29,0,0.05,800,FUT,NFO-FUT,NFO
21104130,82438,SBILIFE22AUGFUT,SBILIFE,0,2022-08-25,0,0.05,750,FUT,NFO-FUT,NFO
13877506,54209,SBILIFE22JULFUT,SBILIFE,0,2022-07-28,0,0.05,750,FUT,NFO-FUT,NFO
14044674,54862,SBILIFE22SEPFUT,SBILIFE,0,2022-09-29,0,0.05,750,FUT,NFO-FUT,NFO
21104386,82439,SBIN22AUGFUT,SBIN,0,2022-08-25,0,0.05,1500,FUT,NFO-FUT,NFO
13877762,54210,SBIN22JULFUT,SBIN,0,2022-07-28,0,0.05,1500,FUT,NFO-FUT,NFO
14048002,54875,SBIN22SEPFUT,SBIN,0,2022-09-29,0,0.05,1500,FUT,NFO-FUT,NFO
21104642,82440,SHREECEM22AUGFUT,SHREECEM,0,2022-08-25,0,0.05,25,FUT,NFO-FUT,NFO
13878018,54211,SHREECEM22JULFUT,SHREECEM,0,2022-07-28,0,0.05,25,FUT,NFO-FUT,NFO
14048258,54876,SHREECEM22SEPFUT,SHREECEM,0,2022-09-29,0,0.05,25,FUT,NFO-FUT,NFO
21104898,82441,SIEMENS22AUGFUT,SIEMENS,0,2022-08-25,0,0.05,275,FUT,NFO-FUT,NFO
13878274,54212,SIEMENS22JULFUT,SIEMENS,0,2022-07-28,0,0.05,275,FUT,NFO-FUT,NFO
14048514,54877,SIEMENS22SEPFUT,SIEMENS,0,2022-09-29,0,0.05,275,FUT,NFO-FUT,NFO
21105154,82442,SRF22AUGFUT,SRF,0,2022-08-25,0,0.05,375,FUT,NFO-FUT,NFO
13878530,54213,SRF22JULFUT,SRF,0,2022-07-28,0,0.05,375,FUT,NFO-FUT,NFO
14048770,54878,SRF22SEPFUT,SRF,0,2022-09-29,0,0.05,375,FUT,NFO-FUT,NFO
21105410,82443,SRTRANSFIN22AUGFUT,SRTRANSFIN,0,2022-08-25,0,0.05,600,FUT,NFO-FUT,NFO
13878786,54214,SRTRANSFIN22JULFUT,SRTRANSFIN,0,2022-07-28,0,0.05,600,FUT,NFO-FUT,NFO
14049026,54879,SRTRANSFIN22SEPFUT,SRTRANSFIN,0,2022-09-29,0,0.05,600,FUT,NFO-FUT,NFO
21105666,82444,SUNPHARMA22AUGFUT,SUNPHARMA,0,2022-08-25,0,0.05,700,FUT,NFO-FUT,NFO
13879042,54215,SUNPHARMA22JULFUT,SUNPHARMA,0,2022-07-28,0,0.05,700,FUT,NFO-FUT,NFO
14049282,54880,SUNPHARMA22SEPFUT,SUNPHARMA,0,2022-09-29,0,0.05,700,FUT,NFO-FUT,NFO
21105922,82445,SUNTV22AUGFUT,SUNTV,0,2022-08-25,0,0.05,1500,FUT,NFO-FUT,NFO
13879298,54216,SUNTV22JULFUT,SUNTV,0,2022-07-28,0,0.05,1500,FUT,NFO-FUT,NFO
14049538,54881,SUNTV22SEPFUT,SUNTV,0,2022-09-29,0,0.05,1500,FUT,NFO-FUT,NFO
21106178,82446,SYNGENE22AUGFUT,SYNGENE,0,2022-08-25,0,0.05,1000,FUT,NFO-FUT,NFO
13879554,54217,SYNGENE22JULFUT,SYNGENE,0,2022-07-28,0,0.05,1000,FUT,NFO-FUT,NFO
14049794,54882,SYNGENE22SEPFUT,SYNGENE,0,2022-09-29,0,0.05,1000,FUT,NFO-FUT,NFO
21106434,82447,TATACHEM22AUGFUT,TATACHEM,0,2022-08-25,0,0.05,1000,FUT,NFO-FUT,NFO
13879810,54218,TATACHEM22JULFUT,TATACHEM,0,2022-07-28,0,0.05,1000,FUT,NFO-FUT,NFO
14050050,54883,TATACHEM22SEPFUT,TATACHEM,0,2022-09-29,0,0.05,1000,FUT,NFO-FUT,NFO
21106690,82448,TATACOMM22AUGFUT,TATACOMM,0,2022-08-25,0,0.05,500,FUT,NFO-FUT,NFO
13880066,54219,TATACOMM22JULFUT,TATACOMM,0,2022-07-28,0,0.05,500,FUT,NFO-FUT,NFO
14050306,54884,TATACOMM22SEPFUT,TATACOMM,0,2022-09-29,0,0.05,500,FUT,NFO-FUT,NFO
21106946,82449,TATACONSUM22AUGFUT,TATACONSUM,0,2022-08-25,0,0.05,900,FUT,NFO-FUT,NFO
13880322,54220,TATACONSUM22JULFUT,TATACONSUM,0,2022-07-28,0,0.05,900,FUT,NFO-FUT,NFO
14050562,54885,TATACONSUM22SEPFUT,TATACONSUM,0,2022-09-29,0,0.05,900,FUT,NFO-FUT,NFO
21107202,82450,TATAMOTORS22AUGFUT,TATAMOTORS,0,2022-08-25,0,0.05,1425,FUT,NFO-FUT,NFO
13880578,54221,TATAMOTORS22JULFUT,TATAMOTORS,0,2022-07-28,0,0.05,1425,FUT,NFO-FUT,NFO
14050818,54886,TATAMOTORS22SEPFUT,TATAMOTORS,0,2022-09-29,0,0.05,1425,FUT,NFO-FUT,NFO
21107458,82451,TATAPOWER22AUGFUT,TATAPOWER,0,2022-08-25,0,0.05,3375,FUT,NFO-FUT,NFO
13880834,54222,TATAPOWER22JULFUT,TATAPOWER,0,2022-07-28,0,0.05,3375,FUT,NFO-FUT,NFO
14051074,54887,TATAPOWER22SEPFUT,TATAPOWER,0,2022-09-29,0,0.05,3375,FUT,NFO-FUT,NFO
21107714,82452,TATASTEEL22AUGFUT,TATASTEEL,0,2022-08-25,0,0.05,425,FUT,NFO-FUT,NFO
13881090,54223,TATASTEEL22JULFUT,TATASTEEL,0,2022-07-28,0,0.05,425,FUT,NFO-FUT,NFO
14051330,54888,TATASTEEL22SEPFUT,TATASTEEL,0,2022-09-29,0,0.05,425,FUT,NFO-FUT,NFO
21107970,82453,TCS22AUGFUT,TCS,0,2022-08-25,0,0.05,150,FUT,NFO-FUT,NFO
13881346,54224,TCS22JULFUT,TCS,0,2022-07-28,0,0.05,150,FUT,NFO-FUT,NFO
14051586,54889,TCS22SEPFUT,TCS,0,2022-09-29,0,0.05,150,FUT,NFO-FUT,NFO
21108226,82454,TECHM22AUGFUT,TECHM,0,2022-08-25,0,0.05,600,FUT,NFO-FUT,NFO
13881602,54225,TECHM22JULFUT,TECHM,0,2022-07-28,0,0.05,600,FUT,NFO-FUT,NFO
14051842,54890,TECHM22SEPFUT,TECHM,0,2022-09-29,0,0.05,600,FUT,NFO-FUT,NFO
21108482,82455,TITAN22AUGFUT,TITAN,0,2022-08-25,0,0.05,375,FUT,NFO-FUT,NFO
13881858,54226,TITAN22JULFUT,TITAN,0,2022-07-28,0,0.05,375,FUT,NFO-FUT,NFO
14052098,54891,TITAN22SEPFUT,TITAN,0,2022-09-29,0,0.05,375,FUT,NFO-FUT,NFO
21108738,82456,TORNTPHARM22AUGFUT,TORNTPHARM,0,2022-08-25,0,0.05,500,FUT,NFO-FUT,NFO
13882114,54227,TORNTPHARM22JULFUT,TORNTPHARM,0,2022-07-28,0,0.05,500,FUT,NFO-FUT,NFO
14052354,54892,TORNTPHARM22SEPFUT,TORNTPHARM,0,2022-09-29,0,0.05,500,FUT,NFO-FUT,NFO
21108994,82457,TORNTPOWER22AUGFUT,TORNTPOWER,0,2022-08-25,0,0.05,1500,FUT,NFO-FUT,NFO
13882370,54228,TORNTPOWER22JULFUT,TORNTPOWER,0,2022-07-28,0,0.05,1500,FUT,NFO-FUT,NFO
14054146,54899,TORNTPOWER22SEPFUT,TORNTPOWER,0,2022-09-29,0,0.05,1500,FUT,NFO-FUT,NFO
21109250,82458,TRENT22AUGFUT,TRENT,0,2022-08-25,0,0.05,725,FUT,NFO-FUT,NFO
13882626,54229,TRENT22JULFUT,TRENT,0,2022-07-28,0,0.05,725,FUT,NFO-FUT,NFO
14056194,54907,TRENT22SEPFUT,TRENT,0,2022-09-29,0,0.05,725,FUT,NFO-FUT,NFO
21109506,82459,TVSMOTOR22AUGFUT,TVSMOTOR,0,2022-08-25,0,0.05,1400,FUT,NFO-FUT,NFO
13882882,54230,TVSMOTOR22JULFUT,TVSMOTOR,0,2022-07-28,0,0.05,1400,FUT,NFO-FUT,NFO
14056450,54908,TVSMOTOR22SEPFUT,TVSMOTOR,0,2022-09-29,0,0.05,1400,FUT,NFO-FUT,NFO
21109762,82460,UBL22AUGFUT,UBL,0,2022-08-25,0,0.05,400,FUT,NFO-FUT,NFO
13883138,54231,UBL22JULFUT,UBL,0,2022-07-28,0,0.05,400,FUT,NFO-FUT,NFO
14057730,54913,UBL22SEPFUT,UBL,0,2022-09-29,0,0.05,400,FUT,NFO-FUT,NFO
21110018,82461,ULTRACEMCO22AUGFUT,ULTRACEMCO,0,2022-08-25,0,0.05,100,FUT,NFO-FUT,NFO
13883394,54232,ULTRACEMCO22JULFUT,ULTRACEMCO,0,2022-07-28,0,0.05,100,FUT,NFO-FUT,NFO
14057986,54914,ULTRACEMCO22SEPFUT,ULTRACEMCO,0,2022-09-29,0,0.05,100,FUT,NFO-FUT,NFO
21110274,82462,UPL22AUGFUT,UPL,0,2022-08-25,0,0.05,1300,FUT,NFO-FUT,NFO
13883650,54233,UPL22JULFUT,UPL,0,2022-07-28,0,0.05,1300,FUT,NFO-FUT,NFO
14058242,54915,UPL22SEPFUT,UPL,0,2022-09-29,0,0.05,1300,FUT,NFO-FUT,NFO
21110530,82463,VEDL22AUGFUT,VEDL,0,2022-08-25,0,0.05,1550,FUT,NFO-FUT,NFO
13883906,54234,VEDL22JULFUT,VEDL,0,2022-07-28,0,0.05,1550,FUT,NFO-FUT,NFO
14058754,54917,VEDL22SEPFUT,VEDL,0,2022-09-29,0,0.05,1550,FUT,NFO-FUT,NFO
21110786,82464,VOLTAS22AUGFUT,VOLTAS,0,2022-08-25,0,0.05,500,FUT,NFO-FUT,NFO
13884162,54235,VOLTAS22JULFUT,VOLTAS,0,2022-07-28,0,0.05,500,FUT,NFO-FUT,NFO
14059010,54918,VOLTAS22SEPFUT,VOLTAS,0,2022-09-29,0,0.05,500,FUT,NFO-FUT,NFO
21111042,82465,WHIRLPOOL22AUGFUT,WHIRLPOOL,0,2022-08-25,0,0.05,350,FUT,NFO-FUT,NFO
13884418,54236,WHIRLPOOL22JULFUT,WHIRLPOOL,0,2022-07-28,0,0.05,350,FUT,NFO-FUT,NFO
14059266,54919,WHIRLPOOL22SEPFUT,WHIRLPOOL,0,2022-09-29,0,0.05,350,FUT,NFO-FUT,NFO
21111298,82466,WIPRO22AUGFUT,WIPRO,0,2022-08-25,0,0.05,1000,FUT,NFO-FUT,NFO
13884674,54237,WIPRO22JULFUT,WIPRO,0,2022-07-28,0,0.05,1000,FUT,NFO-FUT,NFO
14059522,54920,WIPRO22SEPFUT,WIPRO,0,2022-09-29,0,0.05,1000,FUT,NFO-FUT,NFO
21111554,82467,ZEEL22AUGFUT,ZEEL,0,2022-08-25,0,0.05,3000,FUT,NFO-FUT,NFO
13884930,54238,ZEEL22JULFUT,ZEEL,0,2022-07-28,0,0.05,3000,FUT,NFO-FUT,NFO
14061826,54929,ZEEL22SEPFUT,ZEEL,0,2022-09-29,0,0.05,3000,FUT,NFO-FUT,NFO
21111810,82468,ZYDUSLIFE22AUGFUT,ZYDUSLIFE,0,2022-08-25,0,0.05,1800,FUT,NFO-FUT,NFO
13885186,54239,ZYDUSLIFE22JULFUT,ZYDUSLIFE,0,2022-07-28,0,0.05,1800,FUT,NFO-FUT,NFO
14062082,54930,ZYDUSLIFE22SEPFUT,ZYDUSLIFE,0,2022-09-29,0,0.05,1800,FUT,NFO-FUT,NFO
